assembly_accession,bioproject_accession,biosample_accession,cell_shape,class,common_name,completion_date,contigs,culture_collection,date_inserted,date_modified,family,gc_content,genbank_accessions,genome_id,genome_length,genome_name,genome_status,genus,gram_stain,habitat,kingdom,motility,order,owner,oxygen_requirement,patric_cds,phylum,plasmids,public,publication,refseq_cds,sequencing_centers,species,strain,taxon_id,temperature_range,superkingdom,cds,sequencing_status,taxon_lineage_ids,comments,taxon_lineage_names,_version_,contig_n50,hypothetical_cds_ratio,contig_l50,rrna,partial_cds_ratio,lab_host,trna,chromosomes,host_name,cds_ratio,partial_cds,plfam_cds_ratio,disease,checkm_completeness,checkm_contamination,coarse_consistency,fine_consistency,genome_quality,hypothetical_cds,mlst,p2_genome_id,plfam_cds,genome_quality_flags,assembly_method,ncbi_project_id,organism_name,refseq_accessions,sequencing_depth,sequencing_platform,serovar,optimal_temperature,refseq_project_id,sporulation,cgmlst_id,cgmlst_hc0,cgmlst_hc2,cgmlst_hc5,cgmlst_hc10,cgmlst_hc20,cgmlst_hc50,cgmlst_hc100,collection_year,collection_date,geographic_location,host_common_name,host_group,host_health,isolation_country,isolation_source,host_scientific_name,geographic_group,pathovar,additional_metadata,type_strain,isolation_comments,other_clinical,passage,other_typing,sra_accession,state_province,antimicrobial_resistance_evidence,body_sample_site,antimicrobial_resistance,host_age,host_gender,other_environmental,salinity,reference_genome,longitude,latitude,isolation_site
GCA_019220185.1,PRJNA744673,SAMN20114516,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2021-07-14T00:00:00Z,89,,2021-08-01T17:50:39.661Z,2021-08-01T17:50:39.661Z,Enterobacteriaceae,57.131706,JAHUYJ000000000,72407.1627,5529560,Klebsiella pneumoniae subsp. pneumoniae strain WRC22_AI1646M,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5556.0,Pseudomonadota,0.0,True,,5350.0,Christian Medical College,Klebsiella pneumoniae,WRC22_AI1646M,72407,,Bacteria,5556,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Carbapenem resistant Klebsiella pneumoniae_WRC22_AI1646M'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331641675800,333589.0,0.2685385,7.0,2.0,0.004679626,,77.0,0.0,Homo sapiens,1.0047816,26.0,0.9598632,,99.78,0.0,95.36,94.03,Good,794.0,MLST.klebsiella.231,,5333.0,,UNICYCLER v. V.0.4.8,,,,142.48x,Illumina MiSeq,,,,,72407.1627,8848,8848,8848,8848,8595,54,54,2016.0,2016,India,Human,Human,Pneumoniae,India,laryngeal suction,Homo sapiens,Asia,,['collected_by:Christian Medical College'],,,,,,,,Computational Prediction,,"['Resistant', 'Susceptible']",,,,,,,,
GCA_019220165.1,PRJNA744670,SAMN20114198,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2021-07-14T00:00:00Z,90,,2021-08-01T17:54:04.533Z,2021-08-01T17:54:04.533Z,Enterobacteriaceae,57.128803,JAHUYI000000000,72407.1630,5536125,Klebsiella pneumoniae subsp. pneumoniae strain WRC21_AI1646P,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5566.0,Pseudomonadota,0.0,True,,5358.0,Christian Medical College,Klebsiella pneumoniae,WRC21_AI1646P,72407,,Bacteria,5566,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Carbapenem resistant Klebsiella pneumoniae_WRC21_AI1646P'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331643773000,305347.0,0.2693137,7.0,2.0,0.0048508802,,78.0,0.0,Homo sapiens,1.0053964,27.0,0.95921665,,99.78,0.0,95.36,94.03,Good,802.0,MLST.klebsiella.231,,5339.0,,UNICYCLER v. V.0.4.8,,,,227.29x,Illumina MiSeq,,,,,72407.1630,8849,8848,8848,8848,8595,54,54,2016.0,2016,India,Human,Human,Pneumoniae,India,laryngeal suction,Homo sapiens,Asia,,['collected_by:Christian Medical College'],,,,,,,,Computational Prediction,,"['Resistant', 'Susceptible']",,,,,,,,
GCA_019220265.1,PRJNA744682,SAMN20114529,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2021-07-14T00:00:00Z,118,,2021-08-01T17:54:06.214Z,2021-08-01T17:54:06.214Z,Enterobacteriaceae,56.710342,JAHUYN000000000,72407.1633,5839813,Klebsiella pneumoniae subsp. pneumoniae strain WRC26_CMC432MPC,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5884.0,Pseudomonadota,0.0,True,,5636.0,Christian Medical College,Klebsiella pneumoniae,WRC26_CMC432MPC,72407,,Bacteria,5884,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Carbapenem resistant Klebsiella pneumoniae_WRC26_CMC432MPC'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331645870000,349750.0,0.28789937,6.0,2.0,0.005778382,,78.0,0.0,Homo sapiens,1.0075665,34.0,0.9529232,,99.67,0.0,95.42,93.73,Good,971.0,MLST.klebsiella.14,,5607.0,,UNICYCLER v. V.0.4.8,,,,104.08x,Illumina MiSeq,,,,,72407.1633,8852,8843,8840,8839,8839,62,55,2018.0,2018,India,Human,Human,Pneumoniae,India,endotracheal aspirate,Homo sapiens,Asia,,['collected_by:Christian Medical College'],,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCF_001929345.1,PRJNA357060,SAMN06131829,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2017-01-03T00:00:00Z,66,ATCC:9621,2017-01-24T05:44:48.887Z,2017-01-24T05:44:48.887Z,Enterobacteriaceae,57.17,MSAK00000000,72407.454,5561554,Klebsiella pneumoniae subsp. pneumoniae strain ATCC 9621,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5491.0,Pseudomonadota,,True,,5179.0,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",Klebsiella pneumoniae,ATCC 9621,72407,,Bacteria,5491,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']","['Klebsiella pneumoniae subsp. pneumoniae ATCC 9621TM strain, was a subject of genetic and biochemical studies related to degradation of organophosphonates, and inorganic phosphite Pt']","['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322332299133000,283714.0,0.15,7.0,10.0,0.0,,77.0,,"Human, Homo sapiens",0.99,0.0,1.0,,99.7,1.0,99.4,97.3,Good,840.0,MLST.klebsiella.6,,5488.0,,SPAdes v. 3.6.2,,,,137x,Illumina,,,,,72407.454,17091,17091,17091,17091,17091,17091,17091,,,,Human,Human,,,,Homo sapiens,,,['sample_type:whole organism'],,,,,,,,,,,,,,,,,,
GCA_000614665.1,PRJDB619,SAMD00009972,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_JCM_1662,2014-04-01T00:00:00Z,201,,2014-12-08T22:34:37.656Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.0,BAKZ00000000,1236531.3,5470076,Klebsiella pneumoniae subsp. pneumoniae JCM 1662,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,6429.0,Pseudomonadota,,True,-,0.0,The University of Tokyo,Klebsiella pneumoniae,JCM 1662,1162296,,Bacteria,6429,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1162296']","['For the promotion of various studies, we perform genome sequencing of the important 300 microbial organisms to human and the environment.', 'many frameshifted proteins']","['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae DSM 30104 = JCM 1662 = NBRC 14940']",1851322309594316800,56169.0,0.13,28.0,3.0,0.0,,59.0,,,1.18,0.0,1.0,,97.5,20.6,98.9,82.8,Poor,834.0,MLST.klebsiella.3808,,6429.0,['High CheckM contamination score'],Newbler v. 2.8,,,-,20x,Ion PGM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_015687275.1,PRJNA668885,SAMN16427043,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2020-11-24T00:00:00Z,17,,2021-01-01T17:01:47.648Z,2021-01-01T17:01:47.648Z,Enterobacteriaceae,57.128307,JADPQD000000000,72407.1475,5569822,Klebsiella pneumoniae subsp. pneumoniae strain ENT448,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5602.0,Pseudomonadota,3.0,True,,5355.0,National University of Singapore,Klebsiella pneumoniae,ENT448,72407,,Bacteria,5602,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Whole genome sequence of multidrug-resistant Klebsiella pneumoniae ENT448 from Singapore'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331610218500,5304562.0,0.26597643,1.0,25.0,0.0051767225,,87.0,1.0,"Human, Homo sapiens",1.0057772,29.0,0.96162087,,99.78,0.33,95.3,93.25,Good,799.0,MLST.klebsiella.231,,5387.0,,Unicycler v. October-2020,,,,50.0x,Illumina; Nanopore,,,,,72407.1475,13852,13852,13852,13852,13852,54,54,2013.0,2013,Singapore,Human,Human,Klebsiella infection,Singapore,,Homo sapiens,Asia,,['collected_by:CaPES study group'],,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCA_900452045.1,PRJEB6403,SAMEA104016173,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2018-06-16T00:00:00Z,10,,2018-10-04T04:30:48.261Z,2018-10-04T04:30:48.261Z,Enterobacteriaceae,56.958195,UAWR00000000,72407.1142,5594577,Klebsiella pneumoniae subsp. pneumoniae strain NCTC9633,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5569.0,Pseudomonadota,,True,,5190.0,SC,Klebsiella pneumoniae,NCTC9633,72407,,Bacteria,5569,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331476000800,1357782.0,0.14,2.0,24.0,0.0,,80.0,,,1.0,0.0,0.98,,98.7,1.3,99.3,96.8,Good,773.0,MLST.klebsiella.3,,5437.0,,,,,,,,,,,,72407.1142,1413,1413,1413,278,278,278,278,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_003968675.1,PRJNA508495,SAMN10523731,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2018-12-24T00:00:00Z,62,,2019-01-31T18:57:18.248Z,2019-01-31T18:57:18.248Z,Enterobacteriaceae,57.257084,RXYN00000000,72407.1181,5563722,Klebsiella pneumoniae subsp. pneumoniae strain C003,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5673.0,Pseudomonadota,,True,,5488.0,JCVI,Klebsiella pneumoniae,C003,72407,,Bacteria,5673,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina Sequencing of clinical isolates from Uganda'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331495923700,203229.0,0.15230037,7.0,3.0,0.010576415,,75.0,,,1.0196412,60.0,0.96703684,,99.78,0.11,95.18,93.19,Good,864.0,MLST.klebsiella.23,,5486.0,,SPAdes v. 3.1.1,,,,177.29x,Illumina NextSeq,,,,,72407.1181,1098,1098,1098,1098,1098,1098,84,,,,,,,,,,,,,,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCA_004402025.1,PRJNA508495,SAMN11160070,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2019-03-26T00:00:00Z,91,,2019-07-15T12:02:55.854Z,2019-07-15T12:02:55.854Z,Enterobacteriaceae,56.74181,SOMI00000000,72407.1256,5743578,Klebsiella pneumoniae subsp. pneumoniae strain AP278,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5971.0,Pseudomonadota,,True,,5756.0,JCVI,Klebsiella pneumoniae,AP278,72407,,Bacteria,5971,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina Sequencing of clinical isolates from Uganda'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331503263700,294198.0,0.17484508,9.0,4.0,0.012393234,,68.0,,,1.0395958,74.0,0.9624854,,99.78,0.0,95.18,93.43,Good,1044.0,MLST.klebsiella.37,,5747.0,,SPAdes v. 3.13,,,,152.55x,Illumina NextSeq 500,,,,,72407.1256,1106,1106,1106,1106,1106,1106,252,,,Uganda: Mbararam,,,,Uganda,,,Africa,,,,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCA_004402035.1,PRJNA508495,SAMN11160068,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2019-03-26T00:00:00Z,96,,2019-07-15T12:07:19.128Z,2019-07-15T12:07:19.128Z,Enterobacteriaceae,57.24981,SOMK00000000,72407.1257,5500392,Klebsiella pneumoniae subsp. pneumoniae strain AP268,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5571.0,Pseudomonadota,,True,,5406.0,JCVI,Klebsiella pneumoniae,AP268,72407,,Bacteria,5571,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina Sequencing of clinical isolates from Uganda'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331504312300,135340.0,0.14001077,15.0,4.0,0.0116675645,,73.0,,,1.0128369,65.0,0.9649973,,99.78,0.11,95.24,93.73,Good,780.0,MLST.klebsiella.2121,,5376.0,,SPAdes v. 3.13,,,,183.65x,Illumina NextSeq 500,,,,,72407.1257,1107,1107,1107,1107,1107,1107,737,,,Uganda: Mbararam,,,,Uganda,,,Africa,,,,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCA_004802835.1,PRJNA508509,SAMN11388457,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2019-04-22T00:00:00Z,112,,2019-07-15T12:08:31.389Z,2019-07-15T12:08:31.389Z,Enterobacteriaceae,56.84318,SSUB00000000,72407.1260,5761384,Klebsiella pneumoniae subsp. pneumoniae strain 46,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,6018.0,Pseudomonadota,,True,,5768.0,JCVI,Klebsiella pneumoniae,46,72407,,Bacteria,6018,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina sequencing of clinical isolates from Egypt'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331505361000,170592.0,0.1769691,12.0,3.0,0.012628781,,67.0,,"Human, Homo sapiens",1.0445406,76.0,0.95912266,,99.78,0.22,95.3,93.67,Good,1065.0,MLST.klebsiella.101,,5772.0,,SPAdes v. 3.13,,,,232.41x,Illumina NextSeq 500,,,,,,,,,,,,,,,Egypt: Tanta,Human,Human,,Egypt,,Homo sapiens,Africa,,,,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCA_004802845.1,PRJNA508509,SAMN11388485,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2019-04-22T00:00:00Z,77,,2019-07-15T12:08:27.874Z,2019-07-15T12:08:27.874Z,Enterobacteriaceae,57.37809,SSTY00000000,72407.1261,5402564,Klebsiella pneumoniae subsp. pneumoniae strain 77,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5516.0,Pseudomonadota,,True,,5347.0,JCVI,Klebsiella pneumoniae,77,72407,,Bacteria,5516,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina sequencing of clinical isolates from Egypt'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331506409500,182941.0,0.13469906,10.0,3.0,0.0097897025,,65.0,,"Human, Homo sapiens",1.0209967,54.0,0.9671864,,99.78,0.11,95.48,93.97,Good,743.0,MLST.klebsiella.395,,5335.0,,SPAdes v. 3.13,,,,140.32x,Illumina NextSeq 500,,,,,,,,,,,,,,,Egypt: Tanta,Human,Human,,Egypt,,Homo sapiens,Africa,,,,,,,,,,Computational Prediction,,"['Resistant', 'Susceptible']",,,,,,,,
GCA_004802855.1,PRJNA508509,SAMN11388466,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2019-04-22T00:00:00Z,107,,2019-07-15T12:09:25.614Z,2019-07-15T12:09:25.614Z,Enterobacteriaceae,57.081413,SSUK00000000,72407.1262,5617410,Klebsiella pneumoniae subsp. pneumoniae strain 56,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5837.0,Pseudomonadota,,True,,5603.0,JCVI,Klebsiella pneumoniae,56,72407,,Bacteria,5837,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina sequencing of clinical isolates from Egypt'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331506409500,162334.0,0.16481069,10.0,3.0,0.012335104,,69.0,,"Human, Homo sapiens",1.039091,72.0,0.96025354,,99.78,0.0,95.36,93.91,Good,962.0,MLST.klebsiella.101,,5605.0,,SPAdes v. 3.13,,,,172.94x,Illumina NextSeq 500,,,,,,,,,,,,,,,Egypt: Tanta,Human,Human,,Egypt,,Homo sapiens,Africa,,,,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCA_004802905.1,PRJNA508509,SAMN11388459,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2019-04-22T00:00:00Z,124,,2019-07-15T12:09:27.769Z,2019-07-15T12:09:27.769Z,Enterobacteriaceae,57.01801,SSUD00000000,72407.1263,5705343,Klebsiella pneumoniae subsp. pneumoniae strain 48,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5957.0,Pseudomonadota,,True,,5717.0,JCVI,Klebsiella pneumoniae,48,72407,,Bacteria,5957,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina sequencing of clinical isolates from Egypt'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331507458000,165866.0,0.16803761,11.0,2.0,0.012925969,,70.0,,"Human, Homo sapiens",1.044109,77.0,0.95803255,,99.78,0.22,95.48,93.73,Good,1001.0,MLST.klebsiella.101,,5707.0,,SPAdes v. 3.13,,,,181.31x,Illumina NextSeq 500,,,,,,,,,,,,,,,Egypt: Tanta,Human,Human,,Egypt,,Homo sapiens,Africa,,,,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCA_004802925.1,PRJNA508509,SAMN11388482,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2019-04-22T00:00:00Z,77,,2019-07-15T12:10:54.064Z,2019-07-15T12:10:54.064Z,Enterobacteriaceae,57.2072,SSTV00000000,72407.1264,5512418,Klebsiella pneumoniae subsp. pneumoniae strain 74,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5714.0,Pseudomonadota,,True,,5557.0,JCVI,Klebsiella pneumoniae,74,72407,,Bacteria,5714,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina sequencing of clinical isolates from Egypt'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331507458000,172496.0,0.15943298,11.0,3.0,0.010675534,,65.0,,"Human, Homo sapiens",1.0365688,61.0,0.96692336,,99.78,0.0,95.24,93.97,Good,911.0,MLST.klebsiella.1326,,5525.0,,SPAdes v. 3.13,,,,167.58x,Illumina NextSeq 500,,,,,,,,,,,,,,,Egypt: Tanta,Human,Human,,Egypt,,Homo sapiens,Africa,,,,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCA_004802955.1,PRJNA508509,SAMN11388461,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2019-04-22T00:00:00Z,67,,2019-07-15T12:15:01.028Z,2019-07-15T12:15:01.028Z,Enterobacteriaceae,56.634727,SSUF00000000,72407.1265,5750378,Klebsiella pneumoniae subsp. pneumoniae strain 50,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,5921.0,Pseudomonadota,,True,,5693.0,JCVI,Klebsiella pneumoniae,50,72407,,Bacteria,5921,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina sequencing of clinical isolates from Egypt'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331508506600,214690.0,0.18375275,9.0,2.0,0.012497889,,70.0,,"Human, Homo sapiens",1.0296714,74.0,0.961493,,99.78,0.11,95.18,93.19,Good,1088.0,MLST.klebsiella.147,,5693.0,,SPAdes v. 3.13,,,,159.69x,Illumina NextSeq 500,,,,,,,,,,,,,,,Egypt: Tanta,Human,Human,,Egypt,,Homo sapiens,Africa,,,,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
GCA_004802995.1,PRJNA508509,SAMN11388458,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae,2019-04-22T00:00:00Z,139,,2019-07-15T12:15:15.614Z,2019-07-15T12:15:15.614Z,Enterobacteriaceae,56.955097,SSUC00000000,72407.1266,5764348,Klebsiella pneumoniae subsp. pneumoniae strain 47,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,6034.0,Pseudomonadota,,True,,5799.0,JCVI,Klebsiella pneumoniae,47,72407,,Bacteria,6034,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407']",['Illumina sequencing of clinical isolates from Egypt'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae']",1851322331508506600,139118.0,0.17318529,14.0,2.0,0.012595293,,68.0,,"Human, Homo sapiens",1.0467793,76.0,0.95823663,,99.78,0.11,95.3,93.61,Good,1045.0,MLST.klebsiella.101,,5782.0,,SPAdes v. 3.13,,,,193.25x,Illumina NextSeq 500,,,,,,,,,,,,,,,Egypt: Tanta,Human,Human,,Egypt,,Homo sapiens,Africa,,,,,,,,,,Computational Prediction,,"['Susceptible', 'Resistant']",,,,,,,,
